id,regression_1,regression_b,regression_3,classification_a,classification_b,split
sample_0724,0.744731131799119,0.6596307549501431,4.4419186379249975,1,0,test
sample_0725,3.4182877675827203,0.09354390134544965,4.025707188015736,1,1,test
sample_0726,-3.602276233737105,2.3927748949134306,6.840451191529566,0,1,train
sample_0727,2.952673118598902,2.9106104171410214,9.69478055547846,1,2,train
sample_0728,-2.9837267995225547,1.1768137725836947,4.769283162732102,0,2,train
sample_0729,-3.363440571342955,3.9550601621105237,2.4917288560942614,1,0,val
sample_0730,-3.3573420206900706,-1.28337822826701,0.4344292049807419,1,0,train
sample_0731,3.145747202313821,0.6126810814405638,8.027247279443612,1,2,train
sample_0732,1.651972206962001,-0.43364464120560986,3.108199457896198,1,2,test
sample_0733,0.23065424769119325,-2.73307323414612,3.23726433780068,1,1,train
sample_0734,-1.4116951587649753,0.8346386283146014,3.4411782451158754,0,1,train
sample_0735,3.7720054081310828,0.756504983233433,4.61298221813709,1,1,train
sample_0736,-1.0755489257736461,4.026899486484262,4.711373046836496,1,2,train
sample_0737,3.1659943947157707,2.261623369109555,2.68894149137156,0,2,train
sample_0738,-0.608650914297816,-1.0483736486584099,3.0839635712640177,0,2,train
sample_0739,-1.2305557057509242,4.708185132668376,2.006549762281892,0,1,train
sample_0740,-0.37320214330393586,3.442067391050706,1.8197433357101511,1,2,train
sample_0741,-1.9862212583585794,2.164195406937232,1.8119108065561604,1,0,test
sample_0742,2.476093801762511,0.5470318023003362,3.0556833658564146,1,2,train
sample_0743,0.027203900924791746,-0.9188784734469595,1.5128294474950463,1,2,train
sample_0744,-2.677873048531827,0.255586447857894,0.05172097025090436,1,2,train
sample_0745,3.995745732745684,3.177497239408372,2.456186531069071,1,2,test
sample_0746,-1.1610877862678857,4.769172611869218,1.0504102528289518,0,2,val
sample_0747,0.43552861113988595,4.086487056544378,3.6238800794377677,0,0,train
sample_0748,4.06472110964547,0.022301156427451785,1.9997782944633928,1,0,train
sample_0749,1.242379959139921,-1.2392348665780224,4.654475701537301,1,2,train
sample_0750,-3.831019592916359,1.281772493822408,1.152889554104965,1,1,train
sample_0751,4.398321236134752,-2.5368787311257033,0.5475941362365367,1,2,test
sample_0752,1.2770805307141782,1.646335428369563,3.090024419410712,1,2,train
sample_0753,-1.6509438534291387,0.7047948274026626,2.3705339693577,0,2,train
sample_0754,-3.607279273366127,0.0679269962635155,0.9579628550733237,0,1,test
sample_0755,2.9402518927029595,-2.189406134533591,5.765323097984662,1,1,train
sample_0756,1.2007275592851352,2.027200213139433,1.3574860873330994,0,1,train
sample_0757,0.33461091976321544,-0.06540167932382279,1.7435503921675903,1,0,train
sample_0758,3.938925830509577,-1.339833671420576,6.538967581445887,1,1,train
sample_0759,2.885972112245307,-4.744524426563299,4.849793506805679,1,0,train
sample_0760,-3.4832512026724882,0.9449701898987275,1.2185917496610175,0,0,val
sample_0761,-1.8827793220445175,4.544503193339488,2.5501100967281602,0,1,train
sample_0762,-2.5151086018553426,4.32251842909574,1.0997525443635654,1,1,val
sample_0763,2.4394629257267697,0.08580748682745631,6.214270195961913,0,1,train
sample_0764,-4.664675652642206,-0.2044241207235611,6.2113615225895895,0,0,train
sample_0765,0.698896848713165,1.9375485121500475,10.640484331143488,1,2,test
sample_0766,2.6245868574069053,-0.996770878376583,13.376694297944187,0,1,train
sample_0767,3.7676563676174943,1.603583799638932,1.9793909882162617,0,1,train
sample_0768,-1.5791825128409256,2.5321605567693806,5.532959114173485,1,1,train
sample_0769,3.212573046720129,3.453866447768615,0.4520555799607717,1,0,test
sample_0770,-3.8936826304479277,0.7996918470400944,3.8346788279258655,0,0,train
sample_0771,3.4645229173451817,0.5926524996460683,4.556914605438073,1,2,train
sample_0772,-3.725113376680176,-0.7559651735131221,1.429512549609001,0,1,train
sample_0773,-1.0271270943963273,-0.6537607080797201,1.8730844626490226,1,0,train
sample_0774,2.9729536577955358,0.5470422161969465,6.240514722756621,1,2,train
sample_0775,-3.500825726512262,1.7347310136323562,4.6393996452944855,1,1,train
sample_0776,-2.7074860476735854,2.827169252466499,9.757081651479066,1,0,test
sample_0777,2.2225256839306624,-0.6063579013606897,9.015945411503958,0,1,test
sample_0778,2.200365365460744,3.9853771379190435,0.6246875475778637,1,1,train
sample_0779,1.4114763288529728,0.45775279791486245,2.1543014137104257,1,0,train
sample_0780,1.9394844446710007,0.9572654113031277,1.2906302745537999,1,0,val
sample_0781,0.42724443347596175,-0.49442335829564676,5.696649136898453,0,0,train
sample_0782,-2.4820094109304724,-3.848480520545883,4.120962608555201,0,1,val
sample_0783,-1.5430400649608056,2.7680907927220995,1.3779358115643978,1,1,train
sample_0784,-3.184022831985743,2.4736877941848667,1.5900311202839243,1,2,train
sample_0785,4.084505613336283,0.4373448857635732,7.712830101962018,1,1,val
sample_0786,0.8339179476612042,1.1339814344497439,2.3665399579995507,1,0,test
sample_0787,-0.9914858323636011,2.031878435408199,0.3616315532909027,1,1,train
sample_0788,-0.3799419635586734,-2.1250917137730854,1.2624294791432724,1,2,train
sample_0789,4.472833396118153,-0.058105354692589595,11.104969168383995,0,2,train
sample_0790,-3.466485968839198,2.5885293592436542,6.6698398365031855,1,0,test
sample_0791,0.8622983201679721,-1.5085788463384988,1.0296295076971473,1,0,train
sample_0792,0.05888678884466003,1.5871158643332586,3.833360624810099,1,2,test
sample_0793,1.1145423543464785,-1.71316360924681,6.388818397571393,1,2,test
sample_0794,-4.818898161791595,1.9328599648670526,0.6146157125580741,1,2,train
sample_0795,3.7212390894415144,0.9287170354050329,6.882321315914761,1,0,val
sample_0796,4.321182824836123,-2.230263631811019,4.607549505293549,0,2,train
sample_0797,0.6513318358920897,3.3294787089143427,1.7760659070609968,0,2,test
sample_0798,1.9665082387689221,-0.4691831535960984,5.146112591669368,0,0,train
sample_0799,4.224993811772958,-0.620504874028762,4.163961668617142,0,1,val
sample_0800,2.072386343133986,1.4011383944618858,4.375470526286682,0,1,train
sample_0801,-3.4746095708573863,3.2972746988574304,3.7305052319622387,0,2,train
sample_0802,0.7628836016681317,-1.031643637956794,1.5367018502166805,1,1,train
sample_0803,1.0671504638285594,1.1233596996959434,1.8118301534181862,1,1,test
sample_0804,-0.7586932869761398,1.857633000661146,2.7555579509365904,1,1,train
sample_0805,2.3644423562472285,2.386211214526288,3.45352833706444,1,1,train
sample_0806,4.343670147690148,1.3528831105544503,5.363523862348808,1,2,train
sample_0807,4.255685129067764,0.26594432183335537,11.277476543082273,1,1,train
sample_0808,-0.49160628595867895,-0.6551804412974394,3.9673469740290743,0,1,train
sample_0809,-3.8676195415924477,1.1722877660927495,5.296698002509578,1,0,train
sample_0810,4.8484119896233455,-1.1442780239712138,6.166326379163677,0,2,train
sample_0811,3.3889808644593415,-4.842700966989215,5.5635051613782185,0,0,train
sample_0812,-3.7533731879673313,1.8731196083153356,1.483090710745777,1,0,train
sample_0813,4.208418826173723,2.8078696821723907,8.200772994681497,1,2,train
sample_0814,3.6989636206212833,-3.725864871083677,7.359626850889291,1,1,train
sample_0815,0.18838057126072094,-1.019461409419875,3.6922480723988493,1,0,train
sample_0816,0.9127543574492929,2.2383085220103958,1.566734458041927,1,2,val
sample_0817,-1.0099729612986974,5.114990939423397,3.4114770930120217,1,1,train
sample_0818,-4.452383611779687,1.0415874153508158,0.7086274691132908,1,2,val
sample_0819,-1.6480275835409905,-0.4560058824582689,8.916970775406295,0,0,val
sample_0820,3.0285344859801135,0.6342071177903197,1.9610384443409012,1,1,val
sample_0821,-4.953679769953972,3.7497528382963696,2.6435599052101986,1,1,train
sample_0822,-1.6650082830885582,-0.2919283582490706,8.50123213913083,0,2,train
sample_0823,-1.0183130640905667,-0.5983840133005072,7.837013117565941,1,1,val
sample_0824,0.37395602937922856,0.03451295563593515,4.284495522663744,1,0,test
sample_0825,4.198556164127606,-0.9066572165174247,9.805605103928956,0,0,train
sample_0826,-1.5365400563403875,1.245340631989591,1.4395345547813687,1,0,train
sample_0827,-1.5304679810377229,4.249356916939121,4.286111627708207,1,2,train
sample_0828,2.3750124810974835,1.646158546232058,1.450747456707747,1,1,train
sample_0829,-0.47782059110192865,0.4952929957474248,7.060054499149424,1,1,test
sample_0830,-2.7539517706001804,0.4163774621689118,6.893389987225757,1,1,test
sample_0831,-0.4756048386730658,-2.126381617393314,10.262000639093017,1,0,train
sample_0832,-3.5914297962020014,2.766219554294318,3.332523499724191,0,1,train
sample_0833,-3.236130134937767,0.844325605974396,12.14139696626061,1,0,train
sample_0834,-0.016322272605203025,0.6390401728187487,1.3397710044719775,1,1,val
sample_0835,-0.8107455049545207,7.386215135689722,3.1960797796251565,0,0,train
sample_0836,4.148459010681,1.5975058167313725,1.3859316227851075,0,1,train
sample_0837,-1.3760610088336689,-0.5035821001903686,3.8658205118513256,1,2,train
sample_0838,0.8058835027804347,0.14728480758891338,1.5015340092178757,0,2,train
sample_0839,1.3226428791953033,3.2968914183935096,7.0730757558655295,1,0,test
sample_0840,-4.869055434116664,1.2265408210755289,4.716889878821509,1,0,train
sample_0841,1.635373720167106,-1.8765559566347334,1.2338442948321886,0,1,train
sample_0842,-3.219640331302486,2.8384578691504068,5.986566221524089,1,1,train
sample_0843,4.610703174694551,-0.3362881710779879,9.35390776693233,1,2,test
sample_0844,-3.5133727224688704,4.746595552435091,5.0461392636517655,0,1,test
sample_0845,-0.8537587627297629,3.160096131429297,0.9042480629773875,0,0,test
sample_0846,-4.146503319213561,0.10535620868249762,2.9633011149311015,0,0,train
sample_0847,4.968742518459473,3.562032723470226,5.5089838890081815,0,0,train
sample_0848,0.02195010331242564,1.1357110210548065,2.745175702870823,1,0,val
sample_0849,0.9538501732004381,2.705547350244439,1.3235113283680968,0,0,val
sample_0850,-4.329235226115725,1.9694656345889494,7.624554198466358,0,2,test
sample_0851,2.4996047039917784,-0.6927133099817471,2.651652090027598,0,2,train
sample_0852,-2.9009440690441424,-0.287099664634924,9.35772545418054,0,0,train
sample_0853,3.9805428944071366,3.0599216351623224,2.164066385111288,0,1,train
sample_0854,-2.9486035951799283,0.33044933578691826,2.528318486004659,1,0,test
sample_0855,-3.0931227933633343,0.19270307351600657,2.0231795338472507,0,2,test
sample_0856,-4.634503321519051,-0.9102451586987059,2.9237033295127586,1,0,val
sample_0857,-0.27933054890000797,1.847198131186922,4.661782107999835,0,2,train
sample_0858,0.6484113326261642,5.12504983848629,1.3896492603414967,0,2,train
sample_0859,-4.342913605716476,-1.1350658285085458,1.1542007689979026,0,0,train
sample_0860,2.7552761669501056,1.048438913345516,0.5990694192664462,0,0,test
sample_0861,-0.46711165251972364,3.8244411108308585,0.5156585902545495,0,1,train
sample_0862,0.2439026932758006,0.8407172175085698,0.9155221249662904,0,2,train
sample_0863,-0.5923725306177188,1.9047435924994678,2.151539624377237,0,1,test
sample_0864,-0.99236939124674,-1.1247870562937594,3.813667768502594,0,0,train
sample_0865,0.5964033130821793,1.8566141944152972,4.477980823480724,1,2,val
sample_0866,-3.447597540692875,0.6257114699909024,3.683323426911193,0,1,train
sample_0867,-3.1807186950472888,2.971459991359726,8.658331132520201,1,1,train
sample_0868,3.617856210135173,3.3747721031295024,10.515456942093094,0,1,train
sample_0869,4.461154621336327,6.179127284037228,2.661805027223951,1,0,train
sample_0870,-1.2669068372024705,2.1592663464271515,1.4116423215336955,0,0,train
sample_0871,-2.292553268564462,1.651592633164333,12.630765945346376,0,0,val
sample_0872,1.4399954323901571,1.388768603154672,7.449077937695152,0,2,train
sample_0873,-0.9126582890190358,0.2936674143786233,7.081704823794841,1,0,train
sample_0874,-4.746136443396551,1.6769676869233823,2.078960686676637,1,2,test
sample_0875,-3.4384740263380964,0.40919717972194114,6.089716794366244,1,1,train
sample_0876,2.1597222884739757,1.3369219525392286,3.7054318968639977,1,1,train
sample_0877,1.5892394191015136,3.6351950712159193,3.1459609853340704,0,0,test
sample_0878,-4.729040074965165,-1.0130851305592823,3.141757582477957,0,1,train
sample_0879,-2.780278380670506,3.279757122258091,4.816588209493278,0,0,train
sample_0880,-2.689252034119286,3.6342301346797306,8.845975300176564,1,2,train
sample_0881,1.7189274359872844,0.7638629460178425,13.310283783822673,0,1,train
sample_0882,-4.802894622456359,-3.243709798017189,2.3944139184139623,1,0,train
sample_0883,-3.9589141801542613,-0.21564397418886494,3.8639690068906685,1,1,val
sample_0884,2.999160853731894,3.5939890931222185,3.084574291091233,1,1,test
sample_0885,-3.214553379456664,0.9542638754022358,4.590488059773952,1,0,train
sample_0886,1.5274610785187468,-0.9986044645898215,2.7912705320065547,1,1,train
sample_0887,-2.618172189532735,-0.009549842456434865,1.8767107039956397,0,1,train
sample_0888,-4.005586072406548,2.6812400530091063,2.39715157510316,1,1,train
sample_0889,-2.5682780900054594,2.093467136402759,2.1051408060259447,1,1,train
sample_0890,2.2226693185565916,0.5221358016606114,2.9679439501834,0,2,train
sample_0891,3.5569646810628583,0.2663511763706249,0.9857839643945109,1,1,train
sample_0892,3.3021986456699164,0.21648370191235622,2.139434786045078,1,1,train
sample_0893,-1.0281647038154516,-0.8448203689970051,4.558183051077472,0,0,val
sample_0894,1.6808513657064612,4.2307513789388835,4.533930059563658,0,2,train
sample_0895,-2.9501570458417903,0.3553590615773202,4.028915082775047,0,0,train
sample_0896,-2.0685226973898674,3.434317041650993,8.33841518349307,1,0,train
sample_0897,3.963358185211197,4.042632103844903,4.688884541967838,0,0,train
sample_0898,-4.86998076489264,2.996621796295921,8.157478672965684,0,2,train
sample_0899,-4.14491469145532,0.1367593745639032,13.31668587103027,0,0,train
sample_0900,-2.921137448539727,1.807460180673219,6.196060220291067,1,0,test
sample_0901,-4.734677961261803,0.9516087872181677,0.9907408054679769,0,0,train
sample_0902,-3.185645649102027,-0.8074037214602563,4.147682087449498,1,1,test
sample_0903,0.8304156096969217,1.648718563443206,3.71076062889626,1,0,train
sample_0904,-0.7857544940750207,-1.358079582319605,9.34768302306613,0,2,train
sample_0905,3.926717110769749,3.3753587769231275,3.053628703312295,1,2,train
sample_0906,3.1744356173844093,0.07076540540321385,1.6569716758889972,1,1,train
sample_0907,-1.5818264830212403,1.4023193117456785,2.245902032001457,0,2,val
sample_0908,-2.405765665687075,1.5665757430922844,1.0293785717724513,1,2,train
sample_0909,-1.2030759183273307,0.48219005259184533,11.940348041518758,0,1,train
sample_0910,0.9029494251480772,2.1733876029505494,3.382160397661626,1,0,train
sample_0911,-2.3193635917712374,0.050192686754951144,1.131030454505915,1,1,test
sample_0912,1.2414890784913402,2.7425945949144883,9.908428477190492,0,0,train
sample_0913,-0.9058834780875955,-1.691959360493497,11.023784693218456,0,0,val
sample_0914,0.5204718085198028,1.2527591590928235,3.8067145089504346,1,2,train
sample_0915,-0.6387347086468331,4.8778579981165695,0.9360996844527835,1,1,train
sample_0916,-2.0553424045808235,-1.0006626492111494,2.2920499351775336,0,2,train
sample_0917,4.484533069621566,-0.355489941049703,2.800046031101901,1,2,train
sample_0918,2.636057941597608,2.02781569931783,3.4700929974683032,1,0,train
sample_0919,-3.5988682423354748,1.359163563879196,1.2763302494082946,1,2,val
sample_0920,3.6846797589791276,1.7012601985471183,6.549100678540104,1,1,train
sample_0921,-0.12568801750486358,1.9783742602953271,0.3167375307611675,0,2,val
sample_0922,3.9455222689409144,2.26944293712354,7.2871551773658645,0,2,train
sample_0923,2.9985525594731524,3.2193996839124464,8.347065118138449,0,0,test
sample_0924,-0.7478649553076657,1.819637313857025,2.4847573394154474,0,1,train
sample_0925,-4.775306916798826,0.5174846907629151,3.1703417744722975,0,2,train
sample_0926,-2.313226406150539,2.3451474024054626,9.050859288866741,0,0,train
sample_0927,0.4163421466086694,4.799763869790431,5.3617879903885886,1,2,train
sample_0928,1.3347821982614727,0.734732507234853,2.5582652315975896,0,1,val
sample_0929,-2.421123145667977,-0.9490586093412829,2.8120081151910385,1,2,train
sample_0930,-3.6064392592717587,3.2141613385739456,4.836119291371255,1,2,train
sample_0931,3.3493023679929905,0.7592376720928036,11.242230843373735,1,0,val
sample_0932,4.844021807035521,-3.3453390920280723,2.88245107497415,0,2,train
sample_0933,0.25690182302685827,2.6948433543008434,2.4946142711148434,1,0,train
sample_0934,-3.2832071415169652,-0.07065637190784546,3.4514665680327647,0,1,train
sample_0935,-2.2769267348063105,0.8189334353916784,3.467280931137303,1,2,test
sample_0936,-4.816093234525333,1.663960661138029,4.238724668021265,1,1,train
sample_0937,4.142988065604991,1.3809993595581327,3.178289718868947,0,1,test
sample_0938,-3.8224891710985887,2.418903634278079,7.5834829036412765,1,2,val
sample_0939,0.7651647551425356,0.1290272588603133,1.5433286379916278,1,0,train
sample_0940,-2.25944779312794,2.0262115963521654,4.586636909752801,1,1,val
sample_0941,0.5417800251579337,0.4809066448321656,4.717745632412791,1,1,train
sample_0942,1.5142038835186424,2.4776209617750062,1.6722639613549204,0,2,val
sample_0943,3.297418037072017,2.230734968026107,4.553573050913807,1,2,val
sample_0944,-2.935787282393968,-0.8708774040891907,4.807207364205685,1,2,train
sample_0945,-4.8900417134151954,3.1719642323500645,0.15069806573017866,0,2,train
sample_0946,-3.6311436993119273,-0.07192689022809606,1.41000194357829,1,2,test
sample_0947,4.00018641848105,2.61611559656229,9.557384674179172,1,2,train
sample_0948,3.7389007756251527,1.7345746268026812,2.0455269203774114,1,0,test
sample_0949,0.9741310217030827,4.676367353590245,1.1282371990374682,1,1,test
sample_0950,1.005168604336534,0.5530680352562958,0.4880485927463636,0,0,val
sample_0951,1.6503667454625548,0.301366407763605,1.2890272692126972,1,0,test
sample_0952,-3.246287213765504,0.9611607882245348,3.073343583908241,0,2,test
sample_0953,4.144119459249598,0.39364043433144913,1.0484672314334818,1,1,val
sample_0954,-0.8122947510792686,2.5998838038841,5.411637240495424,1,0,train
sample_0955,-1.1686147175050254,-2.232621216873176,1.6449529823716909,1,2,val
sample_0956,0.18917705282837538,-1.1073648382927082,4.262640761186503,0,2,train
sample_0957,-4.53034033224945,-1.1356058431583862,8.658691641006683,1,1,train
sample_0958,-3.337166312439206,2.9006151839471515,8.300240235801747,1,0,train
sample_0959,2.3803361642637046,4.4212267451638505,4.208966537986579,0,0,train
sample_0960,-4.172013320748736,0.7911015629250571,1.2081789904461875,0,0,train
sample_0961,1.0315210946638818,0.6623565536199787,3.241685096643784,0,2,train
sample_0962,-2.5465089031867905,1.1401043262263628,4.311064522711152,0,1,val
sample_0963,-1.1070438595802345,3.323756605216381,14.932436359784651,1,1,test
sample_0964,-2.1130626322930013,-0.8547062683811482,0.48205156195785315,1,0,train
sample_0965,-1.4432728353505087,1.4767379654695703,3.250677915856319,1,2,train
sample_0966,2.1904590518424545,2.9503952595648597,5.275817735731788,1,0,train
sample_0967,-2.0287828437682496,2.0021883398796905,3.661325688414851,0,1,test
sample_0968,0.6640464029689719,1.3791632331974868,3.971236360891943,1,2,train
sample_0969,-0.23949597800900335,3.0020921851342823,1.7363046352043,1,0,test
sample_0970,1.636711653626481,-4.406464585998474,6.470718794408033,1,0,train
sample_0971,4.36829739324758,2.3557506390618155,3.4685085506507862,1,2,train
sample_0972,2.325720972102503,-0.3081513662548476,3.96047483071168,0,1,val
sample_0973,-2.850596214092432,-2.661265793712914,6.947794328312726,1,2,test
sample_0974,-4.688168649387153,2.0224051990499614,2.6227241858324444,1,0,train
sample_0975,-2.377359557001749,3.7473170903259154,7.99797178907857,1,0,train
sample_0976,0.9507793070025485,0.7251029707446163,1.0118716956427978,0,0,train
sample_0977,-4.485741865157497,2.905749094405878,4.130501711533392,0,0,test
sample_0978,-0.03633752798763634,4.224556515977291,1.640163543768022,1,1,train
sample_0979,0.9684284891688923,3.6298289071680947,1.268680645759073,1,1,train
sample_0980,-1.6575610918303916,4.279929058742786,11.156586779960469,1,0,train
sample_0981,2.7091220374582194,2.4842549821437845,1.067881109273807,0,1,test
sample_0982,-3.934017468662282,1.1508672778031857,3.520715212778741,1,1,train
sample_0983,-4.248622182641912,-2.203931623794337,0.9847731299957462,1,1,train
sample_0984,2.281887562036033,0.5078750237401028,7.667591794706183,1,0,train
sample_0985,-0.04508683793801538,-0.6864931906323835,2.4113687103965114,0,2,val
sample_0986,1.8840239642773602,5.3418854349956275,6.922804212451965,1,2,test
sample_0987,-0.6517266139625377,0.6482283751353268,5.149125462583113,1,2,train
sample_0988,-2.535979667608932,1.2464096135689713,13.520568393665972,0,0,val
sample_0989,3.1910231767419965,2.1029707520809353,0.78679836419144,0,1,train
sample_0990,2.9941587896897923,1.0872048927449074,1.398808155131137,1,1,train
sample_0991,1.946964708544268,4.3901020808615066,6.66856632180334,0,0,train
sample_0992,-2.2785486277003733,-0.2452987234689039,4.278764176645812,1,0,train
sample_0993,0.902306668690871,1.3892149104744855,2.7798137386377393,0,2,train
sample_0994,-1.3902610305997323,-0.4849411713960965,11.921257179089942,0,2,test
sample_0995,-4.084179266733658,-1.6400450224414116,3.3350966751466227,1,0,train
sample_0996,4.173135754622429,-0.22353818181057084,1.6979955382711747,1,2,train
sample_0997,-3.631813690810386,0.925926405903176,6.980145247873499,1,1,train
sample_0998,4.502373538208024,0.14139555096548007,3.421965901359671,0,0,test
sample_0999,-0.5399422704204424,-0.38484195974771196,3.6292446565707293,1,0,test
